ID	Front	Back	Code	Source	Tags
regex-basic-001	What should you know about `What is Regex?` in Regular Expression?	A pattern language for matching, searching, and manipulating text, natively supported in Java via the `java.util.regex` package.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-002	Why does `What is Regex?` matter in Java?	Enables powerful, compact string validation and data extraction without writing complex character-scanning state loops.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-003	What should you know about `Pattern` in Regular Expression?	The compiled, immutable, and thread-safe representation of a regular expression, created via `Pattern.compile(regex)`.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-004	Why does `Pattern` matter in Java?	Compiling a regular expression string into a state machine is computationally expensive, so caching the `Pattern` instance is vital.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-005	What should you know about `Matcher` in Regular Expression?	A stateful, thread-unsafe engine that performs match operations on a character sequence by interpreting a compiled `Pattern`.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-006	Why does `Matcher` matter in Java?	Maintains the state of search progress, matches boundaries, and capturing group values during iteration.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-007	What should you know about `matches` in Regular Expression?	A method on `Matcher` and `String` that returns true only if the entire input sequence matches the regular expression pattern.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-008	Why does `matches` matter in Java?	Essential for strict full-string format validation, such as checking if a string conforms to a phone number or email structure.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-009	What should you know about `find` in Regular Expression?	A method on `Matcher` that scans the input sequence looking for the next subsequence that matches the pattern.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-010	Why does `find` matter in Java?	Enables iterative extraction of multiple occurrences of matching text from a large document.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-011	What should you know about `group` in Regular Expression?	A method on `Matcher` that returns the subsequence matched by the previous match operation. `group(0)` is the entire match, and `group(n)` is the n-th capturing group.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-012	Why does `group` matter in Java?	Allows extraction of specific dynamic parameters or subsections of a matched string (like hostnames or values).		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-013	What should you know about `Character classes` in Regular Expression?	Brackets `[...]` or predefined shortcuts (like `\d`, `\w`, `\s`) that define a set of characters that can match a single position.		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
regex-basic-014	Why does `Character classes` matter in Java?	Allows validation of character variations (e.g. matching only digits, hex values, vowels, or punctuation).		no30_regex/theory/01-what-is-regex-concepts.md | https://docs.oracle.com/javase/tutorial/essential/regex/	java::core::regex
