ID	Front	Back	Extra	Code	Source	Tags
var-extra-001	Why must local variables be assigned before use?	Java requires local variables to be definitely assigned before they are read.	This prevents accidental use of unknown local data. Fields have default values, but local variables are treated more strictly because they are temporary and often depend on control flow.		no04_variables_constants/theory/01-variable-categories.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-002	Why should object-specific data not usually be static?	Static data is shared by the class, so all objects see the same value.	If each `Student` needs its own `name`, making `name` static would incorrectly make one shared name for all students.		no04_variables_constants/theory/01-variable-categories.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables java::interview
var-extra-003	Why is `final StringBuilder builder` still mutable?	`final` prevents reassigning `builder`, but it does not freeze the `StringBuilder` object.	"Rule: `final` locks the reference, not the referent. Example — `final StringBuilder sb = new StringBuilder(""A""); sb.append(""B"");` compiles fine, but `sb = new StringBuilder(""C"");` is a compile error. Common mistake: developers add `final` thinking the object becomes immutable, then are surprised that `sb.append()` still works. For true immutability, use an immutable type like `String` or wrap in `Collections.unmodifiableList()`."		no04_variables_constants/theory/02-final-and-constants.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables java::interview
var-extra-004	Why are constants often `static final`?	`static` makes the value belong to the class, and `final` prevents reassignment.	This is useful for shared fixed values such as `MAX_RETRY_COUNT`, where every instance should use the same value.		no04_variables_constants/theory/02-final-and-constants.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-005	Why is `MAX_RETRY_COUNT` better than writing `3` directly?	The named constant explains what the number means.	A raw `3` could mean retries, seconds, users, or anything else. The constant reduces ambiguity and centralizes future changes.		no04_variables_constants/theory/02-final-and-constants.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-006	How is scope different from lifetime?	Scope is where a variable is visible; lifetime is how long a variable or object exists.	A reference variable can go out of scope while the object it pointed to may still exist if another reference can reach it.		no04_variables_constants/terms/01-variable-terms.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables java::term
var-extra-007	Why does `inner` disappear outside an `if` block?	Its scope is limited to the block where it was declared.	Rule: a variable's scope ends at the closing brace `}` of the block it was declared in. Code: `if (x > 5) { int inner = 20; } System.out.println(inner);` → compile error: cannot find symbol. Common mistake: declaring a loop counter variable like `int i` inside a `for` block and then trying to read `i` after the loop ends. Fix: declare before the block if you need access after.		no04_variables_constants/theory/03-default-scope-lifetime.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-008	What does the stack/heap model help explain?	It helps explain where local references and objects conceptually live.	The simplified model: method execution has stack frames; objects live on the heap; references can connect stack variables to heap objects.		no04_variables_constants/theory/03-default-scope-lifetime.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-009	Why is `var result = service.process(input);` sometimes weak?	The return type is not obvious from the initializer.	Rule: use `var` only when the right-hand side already makes the type obvious. Compare `var names = new ArrayList<String>();` (clear) vs `var result = service.process(input);` (unclear — is it a `String`, a `List`, an `Optional`?). Common mistake: using `var` across the entire codebase to reduce typing, then discovering that code reviews and debugging become harder because readers must mentally trace through method signatures to find the type.		no04_variables_constants/theory/04-var-type-inference.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-010	Why is `var` not dynamic typing?	The compiler infers one concrete type at compile time.	"Rule: `var` is syntactic sugar — the compiler replaces it with the actual type before generating bytecode. After `var age = 18;`, the compiler treats `age` exactly like `int age`. Proof: `age = ""eighteen"";` gives compile error ""incompatible types: String cannot be converted to int"". Unlike JavaScript's `var`, Java's `var` never allows type changes at runtime. The .class file contains the concrete type, not `var`."		no04_variables_constants/theory/04-var-type-inference.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables java::interview
var-extra-011	Why can overusing global constants be a problem?	It can make values look universally shared before they actually need to be.	Rule: prefer the narrowest scope that still meets the need. Example: if only `OrderService` uses `MAX_ITEMS_PER_ORDER = 50`, defining it in a global `Constants` class forces every module to depend on that file. Common mistake: creating a single `AppConstants` class with hundreds of unrelated constants, turning it into a coupling hotspot. Better: keep the constant close to the class that owns the concept, e.g., `OrderService.MAX_ITEMS_PER_ORDER`.		no04_variables_constants/theory/02-final-and-constants.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-012	Why do instance variables have default values?	Objects are initialized with default field values before constructors finish.	This gives fields a defined starting state, such as `0`, `false`, or `null`, even if explicit initialization is missing.		no04_variables_constants/theory/03-default-scope-lifetime.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/variables.html	java::core::variables
var-extra-013	Why is local variable type inference (var) restricted to local variables?	Fields form the public API boundary of a class, which must be explicitly typed to allow separate compilation.	If fields used `var`, the compiler would have to parse implementation bodies of other classes to resolve types, causing interdependent compilation cycles. Local variables are confined to method blocks, so their type inference is entirely self-contained.		no04_variables_constants/theory/04-var-type-inference.md | https://docs.oracle.com/javase/specs/jls/se21/html/jls-14.html#jls-14.4	java::core::variables java::interview
var-extra-014	How does final enable compiler optimizations?	It guarantees the value cannot change, allowing the compiler to perform constant folding and inlining.	Constant folding pre-evaluates expressions at compile-time (e.g. `10 * 5` becomes `50`), and constant inlining replaces variable references with literal values in the bytecode, bypassing variable resolution lookup at runtime.		no04_variables_constants/theory/02-final-and-constants.md | https://docs.oracle.com/javase/specs/jls/se21/html/jls-4.html#jls-4.12.4	java::core::variables java::interview
