ID	Front	Back	Extra	Code	Source	Tags
inner_nested_class-extra-001	What is a nested class in Java, and what are its main categories?	A nested class is a class defined within another enclosing class.	It is divided into:\n1. **Static nested classes** (declared with static, not bound to an outer instance).\n2. **Inner classes** (non-static, implicitly bound to an outer instance). This includes standard inner classes, local classes, and anonymous classes.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-002	Explain static nested class access rules and instantiation.	Declared with static inside an outer class. It behaves like a top-level class and does not have direct access to outer instance members.	**Instantiation**: `Outer.StaticNested n = new Outer.StaticNested();`\n**Access**: Can access private static members of the outer class directly. Cannot access instance fields/methods directly without instantiating the outer class first.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-003	Explain inner class (non-static nested class) relationship with the outer class.	An inner class is associated with a specific instance of its enclosing outer class and has direct access to all outer members.	**Instantiation**: `Outer outer = new Outer(); Outer.Inner inner = outer.new Inner();`\n**Access**: Can access all outer instance variables/methods (even private ones) directly. It contains an implicit reference `Outer.this`, which keeps the outer instance from being garbage collected.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-004	Explain local inner class scope and variable access rules.	A class defined inside a block (like a method body). It is only visible within that block.	**Rules**: Cannot have access modifiers (`public`, `private`, etc.) or be `static`. Can access enclosing outer class members, plus any local variables/parameters of the enclosing block **only if** they are `final` or **effectively final**.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-005	Explain anonymous inner class declaration and syntax.	A local class without a name that is declared and instantiated in a single expression to extend a class or implement an interface.	**Syntax**: `Runnable r = new Runnable() { @Override public void run() {} };`\n**Key points**: Cannot define a constructor because it has no name. Can define instance fields, methods, and instance initializers. Accesses local variables under the same final/effectively final rules.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-006	What are the rules for accessing variables outside a local or anonymous class?	Enclosing instance fields can be accessed directly. Local variables/parameters from the enclosing method can only be accessed if they are `final` or `effectively final`.	**Reason**: The compiler copies the value of the local variable into the inner class instance (via hidden fields in the generated class). If the local variable's value could change, the copy and the original would become out of sync.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-007	What are the primary use cases of inner and nested classes?	Logical grouping of components, enhanced encapsulation (allowing a helper to access private outer members), and namespace cleanliness.	**Example**: `java.util.HashMap` defines a static nested class `Node` because it doesn't need to reference a specific HashMap instance directly, and an inner class `KeyIterator` because it needs to iterate over the parent map's structure.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-008	Compare an anonymous class with a lambda expression for implementing functional interfaces.	Anonymous classes create a new scope (defining `this`), can implement any interface/class, and compile to separate `.class` files. Lambdas have lexical scope, work only with SAM interfaces, and compile to dynamic call sites (`invokedynamic`).	**Example**: In a lambda, `this` refers to the outer enclosing class. In an anonymous class, `this` refers to the anonymous instance. Anonymous classes compile to files like `Outer$1.class`, whereas lambdas are generated dynamically via `LambdaMetafactory`, reducing loading overhead.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/nested.html	java::core::inner-nested-class
inner_nested_class-extra-009	How can non-static inner classes lead to memory leaks when combined with long-lived registries or threads?	Because each inner class instance retains a hidden final compiler-generated reference (this$0) to its enclosing outer instance.	**Mechanism**: If a long-lived object (like a background thread, static collection, or listener) references an inner instance, that inner instance keeps the outer instance reachable in the GC root graph, preventing the outer instance from being garbage collected.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/specs/jls/se21/html/jls-8.html#jls-8.1.3	java::core::inner-nested-class
inner_nested_class-extra-010	How do static nested classes and non-static inner classes differ in their initialization, instantiating syntax, and memory footprint?	Static nested classes are independent of any outer instance, whereas non-static inner classes require an active outer instance for initialization and store a hidden reference to it.	**Details**:\n1. **Initialization/Syntax**: Static nested uses `new Outer.StaticNested()`, inner uses `outerInstance.new Inner()`.\n2. **Memory**: Inner instances carry a reference pointer to their outer object, consuming more memory.\n3. **GC Relationship**: Inner classes can prevent their outer instance from being garbage collected, unlike static nested classes.		no15_inner_nested_class/theory/01-nested-class-concepts.md | https://docs.oracle.com/javase/specs/jls/se21/html/jls-8.html#jls-8.1.3	java::core::inner-nested-class
