ID	Front	Back	Code	Source	Tags
array-basic-001	What is an array in Java?	A fixed-size, homogeneous container object allocated on the heap.		no07_arrays/terms/01-array-terms.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-002	What happens to array elements when allocated but not explicitly initialized?	They are automatically set to their default values (e.g., 0, false, null).		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-003	What index does a Java array start with?	0		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-004	How do you get the number of elements in an array?	Using the public final `length` property (e.g., `arr.length`).		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-005	What is a ragged (or jagged) array?	A multidimensional array where the member arrays have different lengths.		no07_arrays/terms/01-array-terms.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-006	What exception is thrown when accessing an index outside the array bounds?	`ArrayIndexOutOfBoundsException`		no07_arrays/terms/01-array-terms.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-007	What sorting algorithm is used by `Arrays.sort()` for primitive arrays?	Dual-Pivot Quicksort		no07_arrays/terms/01-array-terms.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-008	What sorting algorithm is used by `Arrays.sort()` for object arrays?	Timsort		no07_arrays/terms/01-array-terms.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-009	What condition must be met before calling `Arrays.binarySearch()`?	The array must be sorted in ascending order.		no07_arrays/theory/02-array-operations.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-010	What does `Arrays.binarySearch()` return if the target key is not found?	A negative number: `-(insertionPoint) - 1`.		no07_arrays/theory/02-array-operations.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays java::interview
array-basic-011	What is the default value of `double` and `float` elements in a newly allocated array?	`0.0`		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-012	What is the default value of `boolean` elements in a newly allocated array?	`false`		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-013	What is the default value of `char` elements in a newly allocated array?	`\u0000` (null character)		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-014	What is the default value of object references in a newly allocated array?	`null`		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-015	What is the difference between `Arrays.toString()` and `Arrays.deepToString()`?	`Arrays.toString()` is used to print one-dimensional arrays; `Arrays.deepToString()` is used to print multidimensional arrays.		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays java::interview
array-basic-016	What is printed if you pass a raw array variable to `System.out.println(arr)` directly?	The class name type and hashcode (e.g., `[I@1a2b3c4d`), not the actual elements.		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-017	What is the difference between copying a 1D primitive array and a 2D array using `.clone()`?	Cloning a 1D primitive array creates a deep copy of elements; cloning a 2D array creates a shallow copy (inner array references are shared).		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays java::interview
array-basic-018	Which syntax is preferred: `int[] arr` or `int arr[]`?	`int[] arr` (type-first syntax) is preferred because it separates the type from the variable name.		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-019	Can the size of a Java array be changed after it is allocated in memory?	No, the length of an array is fixed at the time of creation.		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
array-basic-020	Where are Java arrays stored in memory?	On the Heap (since arrays are objects).		no07_arrays/theory/01-array-basics.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/arrays.html	java::core::arrays
