ID	Front	Back	Code	Source	Tags
utility_apis-basic-001	Why does `Math.abs(Integer.MIN_VALUE)` return `Integer.MIN_VALUE`?	Because $-2^{31}$ cannot be represented in positive 32-bit signed two's complement.		no39_utility_apis/theory/01-math-concepts.md	java::core::utility-apis
utility_apis-basic-002	How does `Math.addExact()` protect against overflow?	It performs the addition and checks if the result exceeds the minimum or maximum integer bounds, throwing an `ArithmeticException` if it does.		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Math.html#addExact(int,int)	java::core::utility-apis
utility_apis-basic-003	Why does sharing a single `java.util.Random` instance across threads cause high CPU overhead?	All threads try to update the same single atomic seed (`AtomicLong`) via Compare-And-Swap (CAS) loops. Threads that fail the CAS spin-wait, consuming CPU.		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/util/Random.html	java::core::utility-apis
utility_apis-basic-004	Why is `ThreadLocalRandom` faster in multi-threaded applications?	It assigns an independent seed to each thread, eliminating thread contention and CAS loops completely.		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/util/concurrent/ThreadLocalRandom.html	java::core::utility-apis
utility_apis-basic-005	Why are the outputs of `java.util.Random` and `ThreadLocalRandom` predictable?	They are based on the Linear Congruential Generator (LCG) algorithm, where knowing a few outputs allows reconstructing the seed and predicting all future values.		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/util/Random.html	java::core::utility-apis
utility_apis-basic-006	What is the alternative to `Random` for security-sensitive applications?	`java.security.SecureRandom`, which uses cryptographically strong pseudorandom number generators (CSPRNG) seeded from OS entropy.		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/security/SecureRandom.html	java::core::utility-apis
utility_apis-basic-007	What are the two components of a `BigDecimal` representation?	An arbitrary-precision integer unscaled value and a 32-bit integer scale.		no39_utility_apis/theory/01-math-concepts.md	java::core::utility-apis
utility_apis-basic-008	What is the mathematical formula for a `BigDecimal` value?	$\text{Value} = \text{unscaledValue} \times 10^{-\text{scale}}$		no39_utility_apis/theory/01-math-concepts.md	java::core::utility-apis
utility_apis-basic-009	Why does `new BigDecimal(0.1)` introduce floating-point noise?	The compiler evaluates `0.1` as a double, which has binary rounding error under IEEE 754. The constructor then represents that imprecise value exactly.		no39_utility_apis/theory/01-math-concepts.md	java::core::utility-apis
utility_apis-basic-010	What is the difference between `System.exit()` and calling exit on `Runtime`?	`System.exit(status)` is a convenience static wrapper that delegates directly to `Runtime.getRuntime().exit(status)`.		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/System.html#exit(int)	java::core::utility-apis
utility_apis-basic-011	What design pattern does `java.lang.Runtime` follow?	Singleton (obtained via `Runtime.getRuntime()`).		no39_utility_apis/theory/01-math-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Runtime.html	java::core::utility-apis
utility_apis-basic-012	Why is `System` not instantiable?	It is a utility class consisting only of static fields and methods, with a private constructor.		no39_utility_apis/theory/01-math-concepts.md	java::core::utility-apis
utility_apis-basic-013	What happens if you spawn a sub-process with `ProcessBuilder` but never read its output stream?	The OS buffer fills up, causing the sub-process to block indefinitely (hang) on write operations.		no39_utility_apis/theory/01-math-concepts.md	java::core::utility-apis
utility_apis-basic-014	Why is direct Map manipulation (`put()`) on a `Properties` object a violation of LSP?	`Properties` is expected to only contain String keys and values, but `Hashtable`'s `put()` accepts any `Object`, bypassing type checks.		no39_utility_apis/theory/02-properties-concepts.md	java::core::utility-apis
utility_apis-basic-015	What exception is thrown when you attempt to serialize a `Properties` object containing a non-String value using `store()`?	`ClassCastException` (the JVM fails to cast the non-String value to String).		no39_utility_apis/theory/02-properties-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/util/Properties.html#store(java.io.Writer,java.lang.String)	java::core::utility-apis
utility_apis-basic-016	In `Scanner`, why does `nextInt()` leave the delimiter in the buffer?	It is a token-based method that only reads the digits matching the integer pattern, leaving the trailing newline (`\n`) unconsumed.		no39_utility_apis/theory/02-properties-concepts.md	java::core::utility-apis
utility_apis-basic-017	What does `Locale.forLanguageTag("vi-VN")` do?	It parses the IETF BCP 47 language tag into a valid `Locale` object representing Vietnamese as spoken in Vietnam.		no39_utility_apis/theory/02-properties-concepts.md	java::core::utility-apis

