ID	Front	Back	Code	Source	Tags
comparable_comparator-basic-001	What should you know about `Comparable` in Comparable and Comparator?	Comparable is implemented by a class to define its default or natural ordering.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-002	Why does `Comparable` matter in Java?	It allows lists of that class to be sorted using Collections.sort(list) and objects to be stored in sorted sets/maps.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-003	What should you know about `compareTo` in Comparable and Comparator?	"compareTo is the method on Comparable that evaluates ""this"" against another object, returning an int."		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-004	Why does `compareTo` matter in Java?	It defines the natural ordering logic and returns <0, 0, or >0 depending on whether this object is less, equal, or greater.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-005	What should you know about `Comparator` in Comparable and Comparator?	Comparator defines external, custom ordering rules for objects, separate from the objects' class definition.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-006	Why does `Comparator` matter in Java?	It allows sorting objects in multiple ways (e.g. by name, by age) and sorting third-party classes that don't implement Comparable.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-007	What should you know about `compare` in Comparable and Comparator?	compare(o1, o2) is the abstract method in Comparator that compares two arguments.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-008	Why does `compare` matter in Java?	It executes custom ordering comparison, returning <0 if o1 < o2, 0 if o1 == o2, and >0 if o1 > o2.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-009	What should you know about `Natural ordering` in Comparable and Comparator?	Natural ordering is the default sorting sequence defined inside a class via Comparable.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-010	Why does `Natural ordering` matter in Java?	It provides a standard sorting behavior (e.g. numerical ascending, alphabetical case-sensitive) for a class.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-011	What should you know about `Custom ordering` in Comparable and Comparator?	Custom ordering uses a Comparator to sort objects in a different sequence than their natural ordering.		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-012	Why does `Custom ordering` matter in Java?	It enables custom sort rules (like sorting descending, case-insensitive, or using specific properties).		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
comparable_comparator-basic-013	What should you know about `Sort List object` in Comparable and Comparator?	Lists can be sorted in-place using the Collections.sort(list) utility or list.sort(comparator).		no20_comparable_comparator/theory/01-comparable-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Comparable.html	java::core::comparable-comparator
