ID	Front	Back	Extra	Code	Source	Tags
collections_framework-basicextra-001	What occurs if you modify an ArrayList backing array while iterating through it with a standard Iterator?	It throws ConcurrentModificationException on the next check.	Under the hood, the iterator maintains expectedModCount and compares it to the list's modCount on every call to next(). If a mismatch is detected, it fails immediately.		no19_collections_framework/theory/06-fail-fast-iterator-concepts.md	java::core::collections-framework
collections_framework-basicextra-002	Why is the resizing operation in ArrayList considered expensive?	It is an O(N) operation.	When resizing is triggered, the JVM must allocate a completely new contiguous backing array of 1.5x the original capacity on the heap, and then copy all the references from the old array into the new one using the native method System.arraycopy(). This O(N) memory allocation and copy process creates a performance hit that makes pre-sizing the list highly recommended.		no19_collections_framework/theory/02-arraylist-concepts.md	java::core::collections-framework
collections_framework-basicextra-003	Why must you override both equals() and hashCode() together in HashMap keys?	To ensure that logically equal objects generate the same hash code and map to the same bucket.	If only equals() is overridden, two equal objects will have different hash codes, ending up in different buckets. get() will then fail to find the key.		no19_collections_framework/theory/04-linkedlist-as-queue-concepts.md	java::core::collections-framework java::interview
collections_framework-basicextra-004	How does TreeSet determine if a new element is a duplicate of an existing element?	By calling compareTo() or compare(). If the result is 0, the element is rejected.	TreeSet completely ignores equals() and hashCode(). If compareTo() returns 0, the set considers it a duplicate and ignores the add operation.		no19_collections_framework/theory/03-treeset-concepts.md	java::core::collections-framework
collections_framework-basicextra-005	Why does TreeSet/TreeMap require a Comparator or Comparable?	To navigate the self-balancing Red-Black binary search tree.	Without a comparator, the tree cannot determine whether to traverse left or right, and will throw ClassCastException on insertion.		no19_collections_framework/theory/03-treeset-concepts.md	java::core::collections-framework
collections_framework-basicextra-006	Why does ConcurrentHashMap reject null keys and null values?	To prevent key/value ambiguity in concurrent threads.	In a concurrent environment, checking containsKey() after get() returned null is prone to race conditions, so Java forces non-null keys/values.		no19_collections_framework/theory/05-concurrenthashmap-concepts.md	java::core::collections-framework java::interview
collections_framework-basicextra-007	How does ConcurrentHashMap implement node-level locking?	It synchronizes on the bucket head node during write collisions.	By locking only the head node of a specific bucket (rather than segment locking or whole map locking), other threads can write to other buckets.		no19_collections_framework/theory/05-concurrenthashmap-concepts.md	java::core::collections-framework
collections_framework-basicextra-008	How does a fail-safe iterator (e.g. from CopyOnWriteArrayList) avoid ConcurrentModificationException?	It iterates over a snapshot of the array.	When the iterator is created, it takes a reference to the backing array snapshot. Modifying the list creates a new array copy, leaving the snapshot unchanged.		no19_collections_framework/theory/06-fail-fast-iterator-concepts.md	java::core::collections-framework
collections_framework-basicextra-009	What is the danger of modifying the backing list of a Collections.unmodifiableList() wrapper?	The changes will propagate and be visible in the unmodifiable view.	The wrapper view does not copy data; it delegates read operations directly to the original list. Thus, modifications are not fully isolated.		no19_collections_framework/theory/07-collections-unmodifiablelist-concepts.md	java::core::collections-framework
collections_framework-basicextra-010	Why does List.copyOf() optimize memory when copying another immutable list?	It returns the same reference instead of copying.	If the argument to List.copyOf is already an immutable list returned by List.of() or List.copyOf(), it simply returns the same object.		no19_collections_framework/theory/07-collections-unmodifiablelist-concepts.md	java::core::collections-framework
collections_framework-basicextra-011	What is the difference between list.remove(item) and iterator.remove() during iteration?	list.remove triggers a ConcurrentModificationException, while iterator.remove is safe.	Modifying the list directly changes the list's internal modCount, but the active iterator is unaware of this change. When the iterator next checks expectedModCount vs modCount, a mismatch occurs. Calling iterator.remove() safely updates both the backing list's modCount and the iterator's expectedModCount, keeping them synchronized.		no19_collections_framework/theory/06-fail-fast-iterator-concepts.md	java::core::collections-framework
collections_framework-basicextra-012	Why does LinkedList perform poorly compared to ArrayList for random index lookups?	It must traverse the list node-by-node, taking O(N) time.	A LinkedList has scattered nodes on the heap with pointers linking them. To reach a specific index, it must iterate step-by-step from the head or tail, resulting in CPU cache misses. In contrast, ArrayList relies on contiguous memory blocks and direct offset arithmetic, enabling instant O(1) reads and strong CPU caching efficiency.		no19_collections_framework/theory/02-arraylist-concepts.md	java::core::collections-framework
