ID	Front	Back	Extra	Code	Source	Tags
build_compile_run-extra-001	What is the main purpose of `javac` and what is its basic command format?	`javac` is the Java compiler that translates human-readable source code (`.java` files) into platform-independent bytecode (`.class` files). Command format: `javac [options] [sourcefiles]`	Example: `javac -d bin src/com/example/App.java` compiles the source file and outputs the compiled class to the `bin/` directory.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/javac.html	java::core::build-compile-run
build_compile_run-extra-002	What common syntax/naming mistakes should you avoid when using the `javac` compiler command?	1. Do not pass the `.class` extension (e.g. `javac App.class` is wrong; use `javac App.java`).\n2. Do not omit the `.java` extension entirely (e.g. `javac App` is wrong and yields an annotation processing error).	This compiler rule ensures that javac only accepts source files. If you omit the extension, javac thinks you are passing a class name for annotation processing and throws: "Class names are only accepted if annotation processing is explicitly requested".		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/javac.html	java::core::build-compile-run
build_compile_run-extra-003	What is the purpose of the `java` CLI command and how does it execute single-file source code (Java 11+)?	The `java` command launches a JVM, loads a specified class, and executes its `main` method. Since Java 11, running `java App.java` directly compiles and executes the file in-memory without producing a physical `.class` file on disk.	This feature compiles and runs the file in a single step in memory, which is ideal for testing small scripts and learning exercises. The JVM handles the classloader classpath dynamically under the hood.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/java.html	java::core::build-compile-run
build_compile_run-extra-004	What is the structure and purpose of a `jar` (Java Archive) file?	A JAR file is a ZIP-formatted archive that aggregates multiple `.class` files, resource files, and metadata (like a manifest) into a single file for easy distribution.	You can view the contents of a JAR file using:\n`jar -tf app.jar`\nOr extract it using:\n`jar -xf app.jar`\nSince it is a ZIP archive, you can also rename it to `.zip` to extract it.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/jar.html	java::core::build-compile-run
build_compile_run-extra-005	What is the CLI command to create a basic JAR archive, and what do the flags `-c`, `-f`, and `-C` stand for?	Command: `jar -cf archive-name.jar -C class-dir .`\nFlags:\n`-c`: Create a new archive\n`-f`: Specify the archive file name\n`-C`: Change to the specified directory to add files, ensuring correct package subdirectories are preserved.	Example:\n`jar -cvf app.jar -C bin/ .`\nPackages everything inside the `bin/` directory without including the "bin/" prefix inside the JAR paths.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/jar.html	java::core::build-compile-run
build_compile_run-extra-006	What makes a JAR file "executable" and how do you run it?	An executable JAR contains a Manifest file (`META-INF/MANIFEST.MF`) containing a `Main-Class` attribute defining the entry-point class with a `main` method. It is executed using: `java -jar app.jar`	Running a standard library JAR without a `Main-Class` attribute in its manifest will fail with the error: "no main manifest attribute, in library.jar". The JVM needs the manifest to resolve the starting entry-point class.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/java.html	java::core::build-compile-run
build_compile_run-extra-007	What is the `Classpath` and how do you specify it on different operating systems?	The Classpath tells the Java compiler (`javac`) and runtime (`java`) where to look for user-defined classes and libraries. Specify it using `-cp` or `--class-path` with `:` as the path separator on Linux/macOS and `;` on Windows.	The OS-specific separator is critical. If you use the Windows semicolon on Linux, the JVM fails to parse the classpath, leading to immediate ClassNotFoundException or NoClassDefFoundError. Example: `java -cp bin:libs/gson.jar com.example.App`.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/javase/tutorial/essential/environment/paths.html	java::core::build-compile-run
build_compile_run-extra-008	What is the purpose of the JAR manifest file and where is it located?	The Manifest file (`MANIFEST.MF`) is a text file containing key-value metadata configuring the JAR. It is located at `META-INF/MANIFEST.MF` inside the archive.	Key attributes:\nMain-Class: com.example.MainApp\nClass-Path: libs/gson.jar\nNote: The file must end with a trailing blank newline, otherwise attributes may be ignored!		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/specs/man/jar.html	java::core::build-compile-run
build_compile_run-extra-009	What is Apache Maven and what is its configuration file?	Apache Maven is a project management and build automation tool configured via a `pom.xml` file. It enforces a standard lifecycle to compile, test, package, and deploy Java applications.	The standard phases `clean`, `compile`, `test`, and `package` run sequentially. Running `mvn package` automatically triggers compiling and testing first. This reliable lifecycle orchestration prevents compiling code that has broken tests.		no38_build_compile_run/theory/01-javac-concepts.md | https://maven.apache.org/guides/getting-started/maven-in-five-minutes.html	java::core::build-compile-run
build_compile_run-extra-010	What is Gradle and how does its configuration differ from Maven?	Gradle is a flexible build automation tool that uses Groovy or Kotlin DSL scripts (`build.gradle` or `build.gradle.kts`) instead of XML, allowing programmable and highly customizable build tasks.	Unlike Maven's XML POM, Gradle's script-based configuration is code, which compiles dynamically at build time. It supports parallel task execution and incremental builds, which significantly improves build performance for large-scale enterprise projects.		no38_build_compile_run/theory/01-javac-concepts.md | https://docs.gradle.org/current/userguide/userguide.html	java::core::build-compile-run
build_compile_run-extra-011	What is a dependency conflict ("Jar Hell") and how do build tools help resolve it?	Dependency conflict happens when two transitively pulled libraries require different, incompatible versions of the same dependency. Build tools resolve it using conflict resolution policies (Maven defaults to "nearest definition" in dependency tree; Gradle defaults to "newest version").	If automated resolution fails, you must manually exclude conflicting libraries. In Maven, add an exclusions tag with nested group and artifact IDs under the dependency to block the JVM from loading mismatched bytecode classes.		no38_build_compile_run/theory/01-javac-concepts.md | https://maven.apache.org/guides/introduction/introduction-to-dependency-mechanism.html	java::core::build-compile-run
build_compile_run-extra-012	Describe the standard Maven/Gradle project directory structure for Java source files and resources.	`src/main/java/`: Production Java source files\n`src/main/resources/`: Production properties, configuration, and asset files\n`src/test/java/`: JUnit test source files\n`src/test/resources/`: Test-only configuration and mock data files.	Example path: `src/main/java/com/example/App.java`\nIf production resources are placed in `src/main/java` by mistake, they might not be packaged into the JAR, causing runtime file-loading errors.		no38_build_compile_run/theory/02-standard-project-structure-concepts.md	java::core::build-compile-run
