ID	Text	Extra	Code	Source	Tags
nio-cloze-001	In NIO / NIO.2, the interface representing a hierarchical path is {{c1::Path}}, which performs logical operations in memory.	Path does not access the filesystem. For filesystem operations, use the `Files` utility class.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-002	Since Java 11, the preferred way to create a `Path` is using the static factory method {{c1::Path.of()}}, rather than `Paths.get()`.	`Paths.get()` remains for backwards compatibility but delegates to `Path.of()`.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-003	Methods like `Files.lines()` and `Files.walk()` must be closed using a {{c1::try-with-resources}} block because they keep underlying filesystem handles open.	"Failing to close them leads to resource exhaustion and ""Too many open files"" errors."		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-004	To open a file for writing without truncating existing content, use the option {{c1::StandardOpenOption.APPEND}}.	Standard options include `READ`, `WRITE`, `CREATE`, `APPEND`, `TRUNCATE_EXISTING`, etc.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-005	Reading a large file in one go using `Files.readAllLines()` can result in an {{c1::OutOfMemoryError}}, which is why streaming with `Files.lines()` is preferred.	`Files.readAllLines()` loads the entire file content into JVM heap memory.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-006	Recursive directory traversal can be done using `Files.walk()`, which traverses in a {{c1::depth-first}} manner.	You can specify a max depth to prevent infinite loops (e.g. from symlinks).		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-007	To safely copy a file and replace the destination file if it already exists, you must pass the option {{c1::StandardCopyOption.REPLACE_EXISTING}}.	Without this option, `Files.copy()` throws a `FileAlreadyExistsException`.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-008	Unlike sequential I/O streams, a `Channel` is {{c1::bidirectional}} and can both read and write data.	Channels always transfer data to/from a `Buffer` rather than reading or writing raw arrays.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-009	When switching a buffer from writing to reading, you must call the method {{c1::flip()}}, which resets the position to 0 and sets the limit to the old position.	Calling `clear()` prepares a buffer for writing again by resetting position to 0 and limit to capacity.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-010	Direct byte buffers allocated with `ByteBuffer.allocateDirect()` use native OS memory, enabling {{c1::zero-copy}} operations that bypass the JVM heap.	This improves network and disk I/O performance by removing copies between JVM and OS buffers.		no27_nio/theory/01-path-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-011	The file locking method `FileChannel.lock()` is JVM-wide and has {{c1::advisory}} behavior on some OS platforms, meaning non-cooperating processes can still write to the file.	Do not use `FileChannel.lock()` to synchronize threads in the same JVM.		no27_nio/theory/02-filechannel-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-012	Selectors in Java NIO only work with channels that inherit from {{c1::SelectableChannel}}, meaning you cannot use them with `FileChannel`.	`FileChannel` does not support non-blocking mode or selectors.		no27_nio/theory/02-filechannel-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
nio-cloze-013	The callback-based model for asynchronous I/O in NIO.2 requires passing an implementation of the {{c1::CompletionHandler}} interface.	This interface defines `completed(V result, A attachment)` and `failed(Throwable exc, A attachment)`.		no27_nio/theory/02-filechannel-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/nio/package-summary.html	java::core::nio
