ID	Front	Back	Extra	Code	Source	Tags
design_patterns-extra-001	Why is the volatile keyword strictly required in double-checked locking Singleton implementations?	To prevent instruction reordering by the compiler or JVM during instantiation.	The instantiation operation instance = new Singleton() is not atomic; it allocates memory, runs the constructor, and assigns the reference. Without volatile, the reference might be assigned before the constructor runs, allowing concurrent threads to receive a partially initialized object.	private static volatile DclSingleton instance;	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns java::interview
design_patterns-extra-002	How does the Bill Pugh Singleton pattern utilize Java's class loading rules to guarantee thread-safe lazy loading?	By enclosing the instance inside a private static nested helper class.	The JVM does not load nested helper classes when the outer class is loaded; loading only occurs when getInstance() references the helper's static field. Class loading is serialized and guaranteed thread-safe by the JVM class loader, eliminating synchronization overhead.	private static class Holder {\n    private static final Singleton INSTANCE = new Singleton();\n}	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns java::interview
design_patterns-extra-003	What memory risk is associated with the Observer pattern in Java, and how can it be mitigated?	The Lapsed Listener problem, which causes memory leaks if observers are not unregistered.	Because the subject keeps a strong reference to all registered observers, the garbage collector cannot reclaim the observer objects even when they are no longer needed by the client. To solve this, always provide a deregister method or use WeakReference objects.	public void unregister(Observer o) {\n    observers.remove(o);\n}	no43_design_patterns/theory/02-observer-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-004	How does the Factory Method pattern differ from a Simple Factory approach?	Factory Method relies on inheritance and polymorphism, whereas Simple Factory uses a single class with conditionals.	Simple Factory uses a static method containing an if-else or switch block to instantiate concrete classes based on input. Factory Method delegates the instantiation step to subclasses by defining an abstract creation method, letting subclasses override it.	// Factory Method\nprotected abstract Product createProduct();	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-005	What is the role of the build() method in the Builder pattern regarding thread safety and object state?	It validates the collected parameters and instantiates the final immutable object.	The build() method is the central point to enforce class invariants. It verifies that all required optional and mandatory parameters are correct before executing the private constructor. This prevents the creation of invalid or half-formed domain objects.	public Laptop build() {\n    if (cpu == null) throw new IllegalStateException();\n    return new Laptop(this);\n}	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-006	How do Abstract Factory and Factory Method differ in scope and implementation?	Factory Method creates a single product type via inheritance, whereas Abstract Factory creates families of related products via composition.	Factory Method is a class-level pattern delegating creation to subclasses through an abstract method override. Abstract Factory is an object-level pattern that defines an interface containing multiple factory methods to construct a whole suite of compatible products.	// Abstract Factory\npublic interface GUIFactory {\n    Button createButton();\n    Checkbox createCheckbox();\n}	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-007	What is the difference between a shallow copy and a deep copy in Prototype cloning in Java?	Shallow copy duplicates reference addresses, while deep copy recursively duplicates the referenced objects themselves.	In Java, Object.clone() performs a shallow copy, copying primitive values and reference addresses to the new object. For deep copies, you must manually clone the referenced mutable objects inside the clone method to prevent shared state side effects.	@Override\npublic Cell clone() {\n    return new Cell(this); // Copy constructor\n}	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-008	How does the Decorator pattern dynamically attach responsibilities to an object at runtime?	By implementing the same interface as the wrapped object and delegating calls to the wrapped instance.	A decorator class wraps a target component reference. It implements the target component's interface and delegates calls to it, while performing additional pre-processing or post-processing operations. This allows multiple decorators to be recursively nested around a core object.	public double getCost() {\n    return coffee.getCost() + 0.5;\n}	no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-009	What is the primary difference in intent between the Adapter and Decorator design patterns?	Adapter translates an incompatible interface to another, whereas Decorator adds behavior while preserving the interface.	An Adapter resolves interface incompatibilities between two existing classes so they can cooperate. A Decorator extends the behavior of an object dynamically without changing its interface, allowing clients to interact with decorators exactly like they would with the target object.		no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-010	How do Proxy and Decorator patterns differ in their relationship with the target object?	Proxy controls access and lifecycle of the target, while Decorator dynamically adds behavior to the target.	A Proxy manages the lifecycle of the real subject, often instantiating it lazily only when needed, or restricting client access based on permissions. A Decorator wrapping is controlled by the client, and decorators generally do not manage the lifecycle of the component.		no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-011	What is the difference in how transitions are managed in the Strategy and State patterns?	Strategy is configured once by the client, whereas State transitions are managed dynamically inside the State classes or context.	In Strategy, the client selects and injects a specific algorithm instance that remains constant throughout the transaction. In State, the context's behavior changes automatically as operations are called, with state objects swapping themselves out based on execution results or trigger events.		no43_design_patterns/theory/01-singleton-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
design_patterns-extra-012	How does the Repository pattern differ from the Data Access Object (DAO) pattern in Java enterprise systems?	DAO abstracts database table queries, while Repository operates on domain aggregate roots mimicking collections.	A DAO is a database-centric abstraction focused on executing SQL queries and CRUD operations for a specific table. A Repository is a domain-centric abstraction that handles aggregate roots, mapping business needs to multiple underlying DAOs, and managing transactional integrity.		no43_design_patterns/theory/02-observer-concepts.md | https://refactoring.guru/design-patterns	java::core::design-patterns
