ID	Front	Back	Extra	Code	Source	Tags
enum-extra-001	Explain `What is an enum?` deeply enough for review.	An enum defines a fixed set of named constants as a type-safe class-like construct.	Enums implicitly extend `java.lang.Enum` and cannot extend any other class. They are final by default, cannot be instantiated with `new`, and enforce compile-time type safety over integer constants.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-002	Explain `Declare enum` deeply enough for review.	Enums are declared using the `enum` keyword as top-level or static nested types.	Enums cannot be declared locally inside methods (prior to Java 16). Nested enums are implicitly static. Example: `public enum Status { PENDING, ACTIVE }`		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-003	Explain `Enum constructor` deeply enough for review.	Enum constructors are implicitly private and executed during class initialization for each constant.	Declaring an enum constructor as `public` or `protected` results in a compile-time error. They cannot be called with `new`. Example: `private Coin(int value) { this.value = value; }`		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-004	Explain `Enum field` deeply enough for review.	Enums can define instance or static fields; instance fields should be final.	Because enum constants are singletons, instance fields should be final/immutable to prevent runtime state pollution. Constant declarations must precede any field/method declarations.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-005	Explain `Enum method` deeply enough for review.	Enums can define static, instance, or abstract methods overridden by each constant.	Abstract methods are useful for constant-specific behavior. Example: `public enum Op { PLUS { public double apply(double a, double b) { return a+b; } }; public abstract double apply(double a, double b); }`		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-006	Explain `values()` deeply enough for review.	values() returns an array containing all enum constants in their declaration order.	The array returned by `values()` is cloned on every call to prevent callers from modifying the enum's internal constants array, causing garbage collection overhead in hot loops.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-007	Explain `valueOf()` deeply enough for review.	valueOf(String name) returns the enum constant matching the string exactly.	The string match is strictly case-sensitive. If no match is found, it throws `IllegalArgumentException`; if the argument is `null`, it throws `NullPointerException`.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-008	Explain `ordinal()` deeply enough for review.	ordinal() returns the numerical position of the enum constant starting at 0.	Avoid using `ordinal()` for database keys or business logic. Reordering or inserting constants changes their ordinals, leading to silent bugs and data corruption.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-009	Explain `name()` deeply enough for review.	name() returns the exact string name of the enum constant as declared.	Unlike `toString()`, `name()` is declared `final` in `java.lang.Enum` and cannot be overridden. Always use `name()` when you need the exact identifier string.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-010	Explain `Enum in switch` deeply enough for review.	Enums can be used in switch statements, requiring unqualified case labels.	You must use `case SPRING:` instead of `case Season.SPRING:`. If the switched enum variable evaluates to `null`, a `NullPointerException` is thrown before matching starts.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-011	Explain `Enum implements interface` deeply enough for review.	Enums can implement interfaces to allow polymorphic behavior across constants.	Each constant can implement the interface method individually in its own constant-specific class body, or the enum class can provide a default implementation.		no16_enum/theory/02-enum-implements-interface-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-012	Explain `Enum Singleton pattern` deeply enough for review.	A single-element enum is the safest and simplest way to implement a Singleton.	Enums provide built-in serialization safety and JVM-level protection against reflection instantiation attacks, which normally plague class-based Singletons. When deserialized, the JVM resolves the instance by name alone, preventing duplicate instances.		no16_enum/theory/02-enum-implements-interface-concepts.md | https://docs.oracle.com/javase/tutorial/java/javaOO/enum.html	java::core::enum
enum-extra-013	Explain how Java prevents reflection instantiation of enums under the hood.	Java reflection blocks enum instantiation at the class constructor level.	`Constructor.newInstance()` explicitly checks the class modifiers. If the class has the `Modifier.ENUM` flag set, it immediately throws `IllegalArgumentException` with the message "Cannot reflectively create enum objects", preserving instance control.		no16_enum/theory/02-enum-implements-interface-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/reflect/Constructor.html#newInstance(java.lang.Object...)	java::core::enum
enum-extra-014	Explain the advantages of comparing enums using the `==` operator over `.equals()`.	Using `==` is faster, null-safe, and checked at compile time.	Reference equality (`==`) is null-safe (comparing a null reference to an enum constant evaluates to `false` without throwing `NullPointerException`). It also enforces compile-time type compatibility (comparing two different enum types causes a compile error), whereas `.equals()` accepts any object and returns `false` at runtime.		no16_enum/theory/01-what-is-an-enum-concepts.md | https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/lang/Enum.html	java::core::enum
